Local time,Open,High,Low,Close,Volume
17.07.2024 23:00:00.000 GMT+0200,1.09396,1.09411,1.08938,1.08969,212805.13019999999
18.07.2024 23:00:00.000 GMT+0200,1.08969,1.09020,1.08758,1.08860,154133.17549999998
21.07.2024 23:00:00.000 GMT+0200,1.08906,1.09028,1.08732,1.08917,174436.3091
22.07.2024 23:00:00.000 GMT+0200,1.08921,1.08969,1.08441,1.08542,179293.7193
23.07.2024 23:00:00.000 GMT+0200,1.08542,1.08667,1.08258,1.08400,186547.9201
24.07.2024 23:00:00.000 GMT+0200,1.08409,1.08701,1.08285,1.08455,309201.58869999996
25.07.2024 23:00:00.000 GMT+0200,1.08465,1.08684,1.08423,1.08572,186852.19930000004
28.07.2024 23:00:00.000 GMT+0200,1.08583,1.08701,1.08030,1.08217,159728.95070000002
29.07.2024 23:00:00.000 GMT+0200,1.08217,1.08359,1.07983,1.08157,163505.6707
30.07.2024 23:00:00.000 GMT+0200,1.08162,1.08496,1.08022,1.08262,298953.9299
31.07.2024 23:00:00.000 GMT+0200,1.08264,1.08355,1.07775,1.07917,301304.0112
01.08.2024 23:00:00.000 GMT+0200,1.07925,1.09267,1.07821,1.09112,292416.4509
04.08.2024 23:00:00.000 GMT+0200,1.09250,1.10089,1.08928,1.09537,576794.7688
05.08.2024 23:00:00.000 GMT+0200,1.09534,1.09632,1.09039,1.09327,354953.3701
06.08.2024 23:00:00.000 GMT+0200,1.09346,1.09367,1.09056,1.09237,216512.869
07.08.2024 23:00:00.000 GMT+0200,1.09237,1.09453,1.08815,1.09188,245724.3412
08.08.2024 23:00:00.000 GMT+0200,1.09189,1.09315,1.09092,1.09184,140347.08950000003
11.08.2024 23:00:00.000 GMT+0200,1.09209,1.09395,1.09103,1.09318,161528.4701
12.08.2024 23:00:00.000 GMT+0200,1.09320,1.09998,1.09139,1.09936,216847.3414
13.08.2024 23:00:00.000 GMT+0200,1.09937,1.10475,1.09851,1.10129,178125.61109999998
14.08.2024 23:00:00.000 GMT+0200,1.10135,1.10160,1.09498,1.09732,143357.20930000002
15.08.2024 23:00:00.000 GMT+0200,1.09733,1.10299,1.09709,1.10290,146234.6382
18.08.2024 23:00:00.000 GMT+0200,1.10299,1.10865,1.10230,1.10853,162179.44110000003
19.08.2024 23:00:00.000 GMT+0200,1.10857,1.11306,1.10720,1.11300,208710.81980000003
20.08.2024 23:00:00.000 GMT+0200,1.11301,1.11743,1.10993,1.11503,203150.0402
21.08.2024 23:00:00.000 GMT+0200,1.11504,1.11654,1.10983,1.11124,138234.3601
22.08.2024 23:00:00.000 GMT+0200,1.11132,1.12010,1.11056,1.11940,164806.0094
25.08.2024 23:00:00.000 GMT+0200,1.11943,1.12018,1.11502,1.11612,208494.76169999997
26.08.2024 23:00:00.000 GMT+0200,1.11613,1.11907,1.11502,1.11843,196319.58139999997
27.08.2024 23:00:00.000 GMT+0200,1.11848,1.11864,1.11051,1.11204,226420.36020000002
28.08.2024 23:00:00.000 GMT+0200,1.11207,1.11401,1.10557,1.10778,265091.4509
29.08.2024 23:00:00.000 GMT+0200,1.10780,1.10951,1.10440,1.10494,272572.3528
01.09.2024 23:00:00.000 GMT+0200,1.10546,1.10776,1.10422,1.10726,166230.02080000003
02.09.2024 23:00:00.000 GMT+0200,1.10739,1.10741,1.10265,1.10437,219138.29040000003
03.09.2024 23:00:00.000 GMT+0200,1.10443,1.10952,1.10400,1.10826,237852.04120000004
04.09.2024 23:00:00.000 GMT+0200,1.10832,1.11199,1.10748,1.11108,231280.52839999998
05.09.2024 23:00:00.000 GMT+0200,1.11112,1.11558,1.10658,1.10852,325992.3323
